track_id,majority_genre,minority_genre
TRACONQ128F4259485,Electronic,
TRACORA128F1463731,Rock,
TRACORZ128F92F9B42,Electronic,
TRACOTR128F92E16B1,Rock,
TRACPER128F92FED5C,Latin,
TRACPOT128F92E9E61,Electronic,RnB
TRACPXR128F9359A69,Rock,Pop
TRACQSA128E0783B71,Rock,
TRACRRS128F1465A64,Electronic,
TRACSJC128EF3432F8,Rock,Folk
TRACSNO128F424F331,Folk,
TRACSSW128F92F2D81,Pop,Rock
TRACTDT12903CC84CF,Pop,
TRACTEB128F4264605,Rock,
TRACTHF128F4295A22,Country,Rock
TRACTIE128F92E473B,Rock,
TRACTLX128F42A51F6,Reggae,
TRACTMI128F931B412,Country,
TRACTTC128F42370D9,Rock,
TRACTWC128F9305C8E,Rock,Metal
TRACTZZ128F426BDC1,Electronic,Pop
TRACUCI128F930258D,Rock,
TRACUDO128F1469081,Rock,
TRACUXJ128E0785F2B,Rock,
TRACVBA128F146367A,Rock,
TRACVGF128F4277847,Latin,
TRACVRI128F92CAA3B,Rock,
TRACVXY128F92F1ECA,Rock,
TRACVYB128F932A9DB,World,
TRACWBP128F4260BB5,Rock,Electronic
TRACWBS128F932C993,Rock,Punk
TRACWHF128F14557BB,Electronic,
TRACWWF128F9346965,Folk,
TRACXFL128F14937DE,Rock,Metal
TRACXKL128F92C2187,Country,
TRACYCJ128F9309246,Pop,
TRACYSI128F146CC11,Rock,
TRACYXW128F4297569,Rock,
TRACYZE12903CC1B72,Rap,
TRACZDR128F14599BC,Rock,
TRACZIQ128F933D48A,Rock,
TRACZSS128F424E1D9,Rock,
TRACZUC128F92F0337,Metal,Rock
TRACZWR128F92FFA26,Electronic,Rock
TRADARL128F1455B73,World,
TRADBAZ128F42133B0,Rap,
TRADBXK12903CD7332,Rock,
TRADCIF128F9338278,Rock,
TRADCIM128F427A3A1,Rap,
TRADCNP12903CFDBFA,Country,
TRADDGM128F427352E,Rock,
TRADDIB128F426AEE1,Rock,Metal
TRADDQD128F931CE40,Folk,
TRADDSS128F92DE83D,Rap,RnB
TRADEBC128F14721FA,Rock,Folk
TRADEDS128F428B8FA,Rock,Punk
TRADEHN128F145FFC6,Folk,World
TRADELL128F92FFDE0,Pop,
TRADEOV128F9330E3B,Rock,
TRADESF128F4214D8E,Rock,
TRADEZZ128F4235CE0,Pop,Rock
TRADFAI128F9340B5B,Rap,RnB
TRADFCD12903CD4397,Electronic,Rock
TRADFCO12903CA9439,Pop,
TRADFLE128F425C6B9,New Age,
TRADFQZ128F428B1F2,Folk,Rock
TRADFSH128F145B32F,Jazz,
TRADFXD128F424694C,Rock,
TRADGCE128F428651E,Punk,
TRADGJI128F425A744,Rock,Folk
TRADGKS128E0799788,Electronic,
TRADGUA128F423977E,Rock,
TRADGXI128F92EF28F,Punk,Rock
TRADHQF128E078453A,Rock,Pop
TRADIFH128F9365DE4,Rap,
TRADIJB128E078A9B7,Pop,Rock
TRADIMW128F424CD4B,Pop,
TRADJBZ128F1491A61,Pop,
TRADJGI128F148B0F6,Blues,
TRADJGT12903C9EE47,Pop,
TRADJGU128F42A6C00,Rap,RnB
TRADJJD128F423722C,Rock,
TRADJPT128F421A06C,Reggae,
TRADKAX128E0786B92,Rock,
TRADKEU12903CF1540,Metal,
TRADKLT128F9304E1D,Rock,Folk
TRADKNW12903CDD30D,Pop,Rock
TRADKRE128F9301890,Rock,
TRADLEB128F425EC98,Rock,
TRADLXE128F42AE2B9,Rock,
TRADMIT128F9303350,Electronic,
TRADMOG128F932CCFB,Electronic,Folk
TRADMTK128F1494941,Electronic,
TRADNAW128F42132C0,Rock,
TRADNEH12903D02432,Rock,Metal
TRADNGD128E0780F88,Rap,
TRADNHW128F14767E8,Rock,
TRADNKT128F42388A1,Reggae,
TRADNPB128F423AEE7,Electronic,
TRADNSG128F148C12B,Pop,
TRADNSH128E0793CD5,Pop,
TRADNSX128F92D6B17,Rock,Folk
TRADNXF128F4246B0E,Rock,
TRADNZP12903CE6AAE,Rock,Rap
TRADODV128F4283EB6,Rap,
TRADOLA12903CC67D2,Rock,
TRADOWZ128E0781EB1,Rock,
TRADPFE128F14AE1F8,Rock,
TRADPQN128F932D33E,Rock,
TRADPWT128C7196706,Rap,Electronic
TRADQPB128F423AF53,Electronic,
TRADQSY128F425BB59,Metal,
TRADQTB128F429F85F,Rap,
TRADQUS12903CE8276,Rock,
TRADQZN128F935581C,Pop,
TRADRBT128EF34E087,Rock,Pop
TRADRIZ12903D08711,RnB,Rap
TRADRJK128E078F041,Pop,
TRADRLH128F4265C65,RnB,Rock
TRADRNN128F92F7172,Rap,Rock
TRADRWP128F4263FF9,Reggae,RnB
TRADSJB128F4280CBD,Rock,
TRADSKD128E0792344,Rock,Metal
TRADSQZ128F42707D7,Rock,
TRADTGP128F1497D8C,Rock,
TRADTGS128F9326A6A,Rock,
TRADTUN128F426990E,Pop,Jazz
TRADTWS128F4241AC1,Pop,
TRADUMU128F427819F,New Age,Jazz
TRADUSR128F92F9570,Rock,
TRADUUD128F92F4013,Rock,
TRADUXF128F1498A0A,Rock,
TRADUYC12903CCFBDB,Pop,
TRADVGV128F42BCACE,Pop,
TRADVJU128F932B5F5,Pop,Jazz
TRADVZT128F92E8ABD,Metal,
TRADVZX128F426BF79,Rock,Folk
TRADWAU128F145622F,Rock,
TRADWCP128F930AB94,Rock,Metal
TRADWMG128F9325190,Electronic,Pop
TRADXHK128F931F812,Pop,
TRADXMA128F4276D94,Rap,
TRADXNP128F92CA873,Rock,Jazz
TRADXXG128F424D807,Rock,Metal
TRADXYD128F14534F3,Rock,
TRADXYN128F931EDFA,Electronic,
TRADYBD128F422A6AE,Metal,
TRADYQK128F42A762A,Rock,
TRADYXQ128F14655F1,New Age,
TRADZEA128EF344C0C,Electronic,
TRADZQV128F14A5760,RnB,Pop
TRADZVG128F1496688,Pop,Rock
TRADZXK128F429DB92,Rock,
TRAEAEC128F93337F9,Metal,Rock
TRAEAPK128F423780B,Punk,
TRAEASY128F148247C,Pop,
TRAEAZV12903D0CBA6,Rock,
TRAEBCS128E0782FC6,Rock,Folk
TRAEBDG128F92EF926,Pop,
TRAEBHW12903CE6A74,Pop,
TRAEBNG128F4250CBF,Rock,Metal
TRAEBSY128E07873C0,Rap,
TRAEBZC128F424EDDA,Rock,
TRAECFB128F421CD29,Metal,
TRAECHJ12903CC36DA,Rock,Blues
TRAECKI128F149EA48,Rock,
TRAECPC12903CD7308,Rock,
TRAEDQF128F4260069,Rock,Country
TRAEDVS128F4265C81,Rock,Metal
TRAEDYD128F425A868,Rap,
TRAEEDH128F932BF7D,Latin,
TRAEEGO12903CF7D27,Rock,
TRAEEJZ128F92E0A47,Rock,
TRAEEMN128F93266C8,Electronic,
TRAEEVD12903CC4D29,Rock,
TRAEEYD128F148A27A,World,Rock
TRAEFGN128E07993CB,Rock,Country
TRAEFIU128F4255272,RnB,
TRAEFON128E078C6F8,Rock,
TRAEFOU128F932105B,Latin,Pop
TRAEFTT128F1496B42,Jazz,
TRAEFXT128F42AEAD8,Rock,
TRAEGBD128F932EDCE,Jazz,
TRAEGBE128F4284973,Rock,Rap
TRAEGGV128F92F29B2,Rock,
TRAEGJE128F42656F1,Blues,
TRAEGLW128F9312CA2,Rock,Folk
TRAEGNG128F930C1C5,Metal,
TRAEGSI12903CAD64B,Rock,Folk
TRAEGXU128F9304D31,Rock,
TRAEHEI128E07844B9,Rock,
TRAEHHJ12903CF492F,Country,
TRAEHHP128F426BDF5,Rock,Metal
TRAEHKP128F148E76B,Rock,
TRAEHNO128F933261F,Rock,
TRAEHQX12903D0CC6B,Electronic,Pop
TRAEHRZ128F427E931,Rap,
TRAEHXB128F422EF3E,Metal,
TRAEHXP128F4272AAF,RnB,
TRAEHXW128F146F3C5,Country,
TRAEIQO128E0782822,Rock,Pop
TRAEITE128F42441C2,Rock,
TRAEJBP128F42732F2,Jazz,
TRAEJDJ128F92F4705,Electronic,
TRAEJKV128F148BD3A,Reggae,
TRAEJOJ128F934B177,Rock,
TRAEJSC128F145F3EC,Country,
TRAEJXI128F4291A83,Metal,
TRAEKXY128F9337C5E,Rock,
TRAEKZO128F425ADB5,Rock,
TRAELQO128F42AC767,Country,
TRAELRF128F14952B0,Rock,
TRAELTB128F93033EC,Electronic,
TRAELUY128F93147BA,Blues,
TRAEMGL128F14906AF,Rock,Folk
TRAEMTK12903CA834A,Rock,Folk
TRAENOH128F933978A,Latin,Rock
TRAENWO128F426318A,Rock,Pop
TRAEOBA12903CAFAB0,Rock,
TRAEOFB12903CB7900,Rock,
TRAEOHW128F42A52D9,Rock,
TRAEOMS128F4262357,Punk,
TRAEOUE128F93187B9,Rock,
TRAEPDL128F9310CE7,Rock,
TRAEPNA128F424679D,Rock,Metal
TRAEQAB128F429C226,Reggae,
TRAEQAG12903CE4AE9,Electronic,Pop
TRAEQOS128F92EFD47,Rock,
TRAEQSV128F4260CA9,Rock,
TRAERCP12903CF1368,Rock,
TRAERGO128F932BEAB,Rock,
TRAERJI12903CE881D,Rock,Metal
TRAERPD128F4294971,Electronic,Rock
TRAERXQ128F4294114,Rock,
TRAESBD128F428B93E,Electronic,Pop
TRAESJK128E0792227,Rap,
TRAESUO128F92F907A,Rock,
TRAETTV12903CBBD09,Blues,
TRAEUBW128F148A833,Pop,
TRAEUFF128F424EAAF,Rock,
TRAEUIB128F930A960,Rock,Electronic
TRAEUIW12903D018F0,Rock,
TRAEVAO12903CF4B44,Punk,
TRAEVHU128F92D9EA0,Rock,
TRAEVJD128F42622A3,Rock,
TRAEVJO128F14732C0,Electronic,Pop
TRAEVRI128F93608F3,Pop,Rock
TRAEVRN128F92FAA81,Jazz,
TRAEVWX128F93094B3,Electronic,
TRAEVZX128F1498A3D,Rock,Pop
TRAEWBH128F934B107,Rock,Metal
TRAEWDX128F934514F,Country,
TRAEWQE128F1459AF6,Rock,Latin
TRAEWVG128F428AC7F,Rock,
TRAEXLA128F42152B9,Electronic,
TRAEXXT128F427AF12,Electronic,
TRAEYSG128F92DF5E7,RnB,Rap
TRAEYWB128F148EBD0,Rock,
TRAEZNW12903CF04CC,Rock,
TRAEZRK128F425CF62,Pop,Electronic
TRAFAIB128F426E636,Rock,
TRAFAJC128E078888B,Rock,
TRAFBBQ128F145706C,Jazz,
TRAFBIV128F93321D4,Rock,
TRAFBLS12903CB870F,Electronic,RnB
TRAFBTA128F4219EE3,World,
TRAFBUY128F9348407,Pop,Latin
TRAFBVU128F426B3F6,Rock,Metal
TRAFBXD128F42795C0,Blues,
TRAFBXM128F4277AC5,Rock,
TRAFCIN128F92FAD77,Rap,
TRAFCKF12903CF42FF,Metal,
TRAFCQE128F1490856,Rock,
TRAFCRJ128F92CA5E1,Electronic,Pop
TRAFDQF12903CB5F7B,Rock,Folk
TRAFDSB12903CB53DB,Electronic,Jazz
TRAFECD128F14925EC,World,
TRAFEJW128F423980F,Metal,
TRAFEPZ128F42902A8,Rock,Electronic
TRAFERA12903CB8AC8,Electronic,
TRAFETM128F149C4E6,Rock,
TRAFEWL128F9345C1E,Punk,Rock
TRAFEZC128F933697E,Rock,Pop
TRAFFCX128E0783E62,Jazz,
TRAFGUI128F93298D9,Rock,
TRAFGZW12903CA2F7E,Rock,
TRAFHKR128F92EDFEF,Rock,
TRAFHLQ128F429870B,Rock,Reggae
TRAFHRS128F14599C0,Pop,Rock
TRAFIGC128EF342BAF,Pop,Rock
TRAFINW128E078C93F,Rock,
TRAFJRQ128F92FCE02,Rock,
TRAFJVH128F42BC25E,Rap,
TRAFKDP128F42311D7,Rock,
TRAFKGI128F930FA17,Rock,
TRAFKMT128F428941B,Country,
TRAFKPV12903CBDDCF,Reggae,
TRAFKRE128F932002B,Rock,
TRAFLCB128F427AFDD,Electronic,
TRAFLFI128F1473499,Metal,
TRAFLIC128F423B939,Rock,Metal
TRAFLIY128F9337972,Electronic,RnB
TRAFLTU128F932BA9A,Electronic,
TRAFLVL128F4281CFE,Rock,
TRAFLZY128F148959F,Rock,
TRAFMGN128F93226E0,Folk,
TRAFMIY128F92FDEAD,Rock,
TRAFMNM128F4251008,Jazz,
TRAFMPX128F4246C49,Rock,
TRAFMVN128F147CBCE,Metal,
TRAFMWU128EF342BED,Rock,
TRAFNEI128F1458CAA,Jazz,
TRAFNJF128E078B408,Rock,
TRAFNYJ128F93077AA,Rock,
TRAFOIB128F92E2A6C,Rock,Pop
TRAFOKY128F92ED751,Rock,
TRAFOLI128F4282207,Rock,
TRAFONN128F93123CC,Rock,
TRAFOUL128F427C51B,Rock,
TRAFPFI128F9326CE2,Punk,
TRAFPKZ128F92F8278,Electronic,
TRAFPPP12903CD5D73,Electronic,Pop
TRAFPRK128F42948CF,Rap,
TRAFPTS12903D0D5C3,Rock,
TRAFPXQ128F4241F5C,Rock,
TRAFQFV128F9326217,Rock,
TRAFQGN128F425FB8B,Reggae,
TRAFQMU128F42A9F7E,Folk,
TRAFQSI128F422BC35,Pop,
TRAFQXD128E0793E82,Metal,
TRAFQXG128F932A7EF,Rock,
TRAFRBN128F93095F4,Electronic,Rock
TRAFREH128F42590B9,Rock,
TRAFRJH128E0781C5B,Electronic,
TRAFRVU128F42649A6,Rock,
TRAFRXM12903CC9212,Rock,Pop
TRAFSAE128F427165C,Reggae,
TRAFSAN128F42759C6,Rock,Electronic
TRAFSAP128E0780ECF,Rock,
TRAFSUA128F427EDD5,World,
TRAFTCT128F425A900,Pop,Jazz
TRAFTDN128F427C29D,Electronic,
TRAFTMA128F933A3D7,Latin,Reggae
TRAFTUU12903CFE8EC,Country,Pop
TRAFTZH12903CCE380,Rock,Pop
TRAFUBQ128F92EB825,Rock,
TRAFUEU128F425EC21,Electronic,
TRAFUHZ12903CC80B2,Punk,Rock
TRAFUNV128F92CFEB2,Folk,
TRAFURF128EF3554EF,Pop,Electronic
TRAFVGR128F9305AF0,Electronic,
TRAFVJU128F93344E1,Metal,
TRAFWBL128F146C6B2,Electronic,
TRAFWEV128F428D391,Rock,
TRAFWPQ128F4253C53,Rock,World
TRAFWVI12903CF2221,Metal,
TRAFXAJ128F1471309,Country,
TRAFXPX12903CC04CB,Pop,Rock
TRAFXVT128F423D53D,Rock,
TRAFYGA128F425A92C,Pop,Rock
TRAFYGO128F42727E7,RnB,
TRAFYTT128F4244FC6,Metal,
TRAFZKE128F92CA976,Rock,
TRAFZKY128F424C628,Pop,
TRAFZVG128F42A2979,Folk,
TRAGACS128E078E74D,Pop,Rock
TRAGAER128F9319F54,Jazz,
TRAGAJL128F425574E,Rock,
TRAGAPY128F92F5DDE,Pop,
TRAGBDJ12903C9892A,Rock,
TRAGBHV128F4295074,Rock,Punk
TRAGBKX128F933D52D,Punk,Rap
TRAGBRH128F422B45D,Folk,Rock
TRAGBUS128F931EB88,Rock,Folk
TRAGBZV128F423EAFE,Rock,
TRAGCCI128F930AB62,Metal,
TRAGCKB128F1454833,Electronic,
TRAGCKT128F147C8D2,Rock,Punk
TRAGDGD128F42690FF,Rock,
TRAGDLM128F4233397,Rock,Metal
TRAGDPH128F9344020,Punk,Rock
TRAGDVI128F14A54FD,Electronic,Rock
TRAGDXK128F4262D37,Rock,
TRAGELN128F428A6E6,Rock,
TRAGERQ128F429A9BD,Latin,
TRAGFIS128F14947B0,Rock,Metal
TRAGFOI128F428E060,World,Folk
TRAGFPP128E078F34C,Rock,
TRAGGUX128F423F29A,Rock,
TRAGHJX128F426F76F,Rock,Folk
TRAGHLS12903CEFDE8,Rock,Metal
TRAGHUY12903CFB0BA,Rock,
TRAGHZK12903CF89E8,Electronic,Rap
TRAGIIH128F92E4B1A,Rock,Folk
TRAGIJP128F1493444,Latin,World
TRAGIQJ128F4248492,Punk,
TRAGIRN128F428F429,Rock,
TRAGJQZ128F9302ADA,RnB,Rap
TRAGKAC128F4225537,Rock,Country
TRAGKGD128F931E222,Rock,
TRAGKXX128F424F3B5,Punk,
TRAGLET128F425A7AD,Electronic,
TRAGLJW128F426465A,RnB,
TRAGLPQ128F429726E,Rock,
TRAGLSU128F145FFB2,Rap,
TRAGLWG128F421A074,Reggae,
TRAGMIY128F4233CA4,Electronic,
TRAGMTR128F92EBB41,Latin,Jazz
TRAGMVF128F147E68D,Metal,
TRAGMWE128F429ADAD,Punk,Rock
TRAGMWF128F42625AC,Punk,
TRAGMXD128F148B6F6,Rock,
TRAGMXK128F9305A50,Latin,Rock
TRAGNBQ128F149CB93,Rock,
TRAGNGY12903C9CD76,Rock,
TRAGNHJ128F427ECA5,Rock,
TRAGNKI128F42B17C8,Rock,
TRAGNWC128F92E216B,Rock,
TRAGOBU128F92E24DD,Blues,
TRAGOGR128F424C8D7,Rock,Folk
TRAGOTA128F92F92C2,Folk,
TRAGOUM128F4286CDE,Rock,Metal
TRAGOVF12903CF27A5,Rock,Metal
TRAGPJO128F933B0EF,Country,
TRAGPUX128F423EBD6,Rock,Metal
TRAGQBY128F42635B7,Rock,
TRAGQGF128F149B0E4,Rock,
TRAGQIE128F92D4326,RnB,
TRAGQLG128F9351109,Electronic,
